forecast_type,forecast_effective,forecast_expires,location_id,location_tz,date,start_time,end_time,start_time_local,end_time_local,delta_t,wind_speed,wind_speed_unit,wind_direction
hourly,2025-09-12T08:38:46Z,2025-09-12T08:53:46Z,72,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,10.4,14,mph,E
hourly,2025-09-12T08:38:46Z,2025-09-12T08:53:46Z,72,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,13.2,17,mph,SSE
hourly,2025-09-12T08:38:46Z,2025-09-12T08:53:46Z,72,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,12.2,18,mph,S
hourly,2025-09-12T08:38:46Z,2025-09-12T08:53:46Z,72,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,13.8,10,mph,S
hourly,2025-09-12T08:38:46Z,2025-09-12T08:53:46Z,72,America/Chicago,2025-09-17,2025-09-17T19:00:00Z,2025-09-17T20:00:00Z,2 PM,3 PM,8.1,10,mph,NE
hourly,2025-09-12T08:38:47Z,2025-09-12T08:53:47Z,135,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,11.2,10,mph,NE
hourly,2025-09-12T08:38:47Z,2025-09-12T08:53:47Z,135,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,2.1,13,mph,E
hourly,2025-09-12T08:38:47Z,2025-09-12T08:53:47Z,135,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,4.8,9,mph,S
hourly,2025-09-12T08:38:47Z,2025-09-12T08:53:47Z,135,America/Chicago,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,5 PM,6 PM,9.8,9,mph,W
hourly,2025-09-12T08:38:47Z,2025-09-12T08:53:47Z,135,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,10.9,12,mph,NW
hourly,2025-09-12T08:38:47Z,2025-09-12T08:53:47Z,135,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,8.2,9,mph,N
hourly,2025-09-12T08:38:49Z,2025-09-12T08:53:49Z,35,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,12,8,mph,E
hourly,2025-09-12T08:38:49Z,2025-09-12T08:53:49Z,35,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,4.9,12,mph,E
hourly,2025-09-12T08:38:49Z,2025-09-12T08:53:49Z,35,America/Chicago,2025-09-14,2025-09-14T19:00:00Z,2025-09-14T20:00:00Z,2 PM,3 PM,4.5,13,mph,SE
hourly,2025-09-12T08:38:49Z,2025-09-12T08:53:49Z,35,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,11.2,12,mph,SW
hourly,2025-09-12T08:38:49Z,2025-09-12T08:53:49Z,35,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,10.7,9,mph,S
hourly,2025-09-12T08:38:49Z,2025-09-12T08:53:49Z,35,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,5.5,9,mph,N
hourly,2025-09-12T08:38:50Z,2025-09-12T08:53:50Z,76,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,8.6,8,mph,ESE
hourly,2025-09-12T08:38:50Z,2025-09-12T08:53:50Z,76,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,9.1,14,mph,E
hourly,2025-09-12T08:38:50Z,2025-09-12T08:53:50Z,76,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,11.8,16,mph,SSE
hourly,2025-09-12T08:38:50Z,2025-09-12T08:53:50Z,76,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10.2,17,mph,SSW
hourly,2025-09-12T08:38:50Z,2025-09-12T08:53:50Z,76,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,11.6,10,mph,S
hourly,2025-09-12T08:38:50Z,2025-09-12T08:53:50Z,76,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,6.7,9,mph,NNE
hourly,2025-09-12T08:38:51Z,2025-09-12T08:53:51Z,120,America/Chicago,2025-09-12,2025-09-12T20:00:00Z,2025-09-12T21:00:00Z,3 PM,4 PM,9.1,10,mph,S
hourly,2025-09-12T08:38:51Z,2025-09-12T08:53:51Z,120,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,9.8,10,mph,E
hourly,2025-09-12T08:38:51Z,2025-09-12T08:53:51Z,120,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,12.2,10,mph,SSE
hourly,2025-09-12T08:38:51Z,2025-09-12T08:53:51Z,120,America/Chicago,2025-09-15,2025-09-15T20:00:00Z,2025-09-15T21:00:00Z,3 PM,4 PM,11.2,15,mph,S
hourly,2025-09-12T08:38:51Z,2025-09-12T08:53:51Z,120,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,11.1,10,mph,S
hourly,2025-09-12T08:38:51Z,2025-09-12T08:53:51Z,120,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,9,5,mph,S
hourly,2025-09-12T08:38:52Z,2025-09-12T08:53:52Z,230,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,12.3,10,mph,NE
hourly,2025-09-12T08:38:52Z,2025-09-12T08:53:52Z,230,America/Chicago,2025-09-13,2025-09-13T22:00:00Z,2025-09-13T23:00:00Z,5 PM,6 PM,1,12,mph,E
hourly,2025-09-12T08:38:52Z,2025-09-12T08:53:52Z,230,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,4,8,mph,SW
hourly,2025-09-12T08:38:52Z,2025-09-12T08:53:52Z,230,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10.5,12,mph,W
hourly,2025-09-12T08:38:52Z,2025-09-12T08:53:52Z,230,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,9.8,13,mph,N
hourly,2025-09-12T08:38:52Z,2025-09-12T08:53:52Z,230,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,8.2,10,mph,N
hourly,2025-09-12T08:38:54Z,2025-09-12T08:53:54Z,209,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,11.2,8,mph,E
hourly,2025-09-12T08:38:54Z,2025-09-12T08:53:54Z,209,America/Chicago,2025-09-13,2025-09-13T20:00:00Z,2025-09-13T21:00:00Z,3 PM,4 PM,4.1,10,mph,E
hourly,2025-09-12T08:38:54Z,2025-09-12T08:53:54Z,209,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,2.8,12,mph,S
hourly,2025-09-12T08:38:54Z,2025-09-12T08:53:54Z,209,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10.6,12,mph,SW
hourly,2025-09-12T08:38:54Z,2025-09-12T08:53:54Z,209,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,9.8,9,mph,SE
hourly,2025-09-12T08:38:54Z,2025-09-12T08:53:54Z,209,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,5.2,9,mph,N
hourly,2025-09-12T08:38:55Z,2025-09-12T08:53:55Z,141,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,7.1,9,mph,ENE
hourly,2025-09-12T08:38:55Z,2025-09-12T08:53:55Z,141,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,9.1,16,mph,E
hourly,2025-09-12T08:38:55Z,2025-09-12T08:53:55Z,141,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,11,18,mph,SSE
hourly,2025-09-12T08:38:55Z,2025-09-12T08:53:55Z,141,America/Chicago,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,5 PM,6 PM,10.2,18,mph,SSW
hourly,2025-09-12T08:38:55Z,2025-09-12T08:53:55Z,141,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,12.3,14,mph,S
hourly,2025-09-12T08:38:55Z,2025-09-12T08:53:55Z,141,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,6,12,mph,N
hourly,2025-09-12T08:38:56Z,2025-09-12T08:53:56Z,109,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,6.3,9,mph,ENE
hourly,2025-09-12T08:38:56Z,2025-09-12T08:53:56Z,109,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,6.1,15,mph,E
hourly,2025-09-12T08:38:56Z,2025-09-12T08:53:56Z,109,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,7.5,14,mph,SE
hourly,2025-09-12T08:38:56Z,2025-09-12T08:53:56Z,109,America/Chicago,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,5 PM,6 PM,7.8,14,mph,SW
hourly,2025-09-12T08:38:56Z,2025-09-12T08:53:56Z,109,America/Chicago,2025-09-16,2025-09-16T19:00:00Z,2025-09-16T20:00:00Z,2 PM,3 PM,10,12,mph,WSW
hourly,2025-09-12T08:38:56Z,2025-09-12T08:53:56Z,109,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,6.5,12,mph,N
hourly,2025-09-12T08:38:57Z,2025-09-12T08:53:57Z,36,America/North_Dakota/New_Salem,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,12,8,mph,E
hourly,2025-09-12T08:38:57Z,2025-09-12T08:53:57Z,36,America/North_Dakota/New_Salem,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,2.2,10,mph,E
hourly,2025-09-12T08:38:57Z,2025-09-12T08:53:57Z,36,America/North_Dakota/New_Salem,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,3.5,10,mph,S
hourly,2025-09-12T08:38:57Z,2025-09-12T08:53:57Z,36,America/North_Dakota/New_Salem,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10,10,mph,SW
hourly,2025-09-12T08:38:57Z,2025-09-12T08:53:57Z,36,America/North_Dakota/New_Salem,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,10.3,8,mph,NE
hourly,2025-09-12T08:38:57Z,2025-09-12T08:53:57Z,36,America/North_Dakota/New_Salem,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,5.9,9,mph,N
hourly,2025-09-12T08:38:59Z,2025-09-12T08:53:59Z,207,America/Chicago,2025-09-12,2025-09-12T20:00:00Z,2025-09-12T21:00:00Z,3 PM,4 PM,12.3,9,mph,NE
hourly,2025-09-12T08:38:59Z,2025-09-12T08:53:59Z,207,America/Chicago,2025-09-13,2025-09-13T22:00:00Z,2025-09-13T23:00:00Z,5 PM,6 PM,1.7,10,mph,E
hourly,2025-09-12T08:38:59Z,2025-09-12T08:53:59Z,207,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,4.8,8,mph,W
hourly,2025-09-12T08:38:59Z,2025-09-12T08:53:59Z,207,America/Chicago,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,5 PM,6 PM,11.1,9,mph,W
hourly,2025-09-12T08:38:59Z,2025-09-12T08:53:59Z,207,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,10.5,10,mph,N
hourly,2025-09-12T08:38:59Z,2025-09-12T08:53:59Z,207,America/Chicago,2025-09-17,2025-09-17T22:00:00Z,2025-09-17T23:00:00Z,5 PM,6 PM,7.9,9,mph,N
hourly,2025-09-12T08:39:00Z,2025-09-12T08:54:00Z,79,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,7.1,8,mph,SE
hourly,2025-09-12T08:39:00Z,2025-09-12T08:54:00Z,79,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,5.8,14,mph,E
hourly,2025-09-12T08:39:00Z,2025-09-12T08:54:00Z,79,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,9,16,mph,S
hourly,2025-09-12T08:39:00Z,2025-09-12T08:54:00Z,79,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,9,16,mph,S
hourly,2025-09-12T08:39:00Z,2025-09-12T08:54:00Z,79,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,10.2,10,mph,S
hourly,2025-09-12T08:39:00Z,2025-09-12T08:54:00Z,79,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,5.6,10,mph,NE
hourly,2025-09-12T08:39:01Z,2025-09-12T08:54:01Z,193,America/Denver,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,4 PM,5 PM,16.1,9,mph,NE
hourly,2025-09-12T08:39:01Z,2025-09-12T08:54:01Z,193,America/Denver,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,3 PM,4 PM,6.6,9,mph,E
hourly,2025-09-12T08:39:01Z,2025-09-12T08:54:01Z,193,America/Denver,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,3 PM,4 PM,8.5,9,mph,W
hourly,2025-09-12T08:39:01Z,2025-09-12T08:54:01Z,193,America/Denver,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,4 PM,5 PM,17.5,9,mph,W
hourly,2025-09-12T08:39:01Z,2025-09-12T08:54:01Z,193,America/Denver,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,2 PM,3 PM,12.6,12,mph,N
hourly,2025-09-12T08:39:01Z,2025-09-12T08:54:01Z,193,America/Denver,2025-09-17,2025-09-17T22:00:00Z,2025-09-17T23:00:00Z,4 PM,5 PM,10.6,10,mph,N
hourly,2025-09-12T08:39:03Z,2025-09-12T08:54:03Z,71,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,8.2,7,mph,ENE
hourly,2025-09-12T08:39:03Z,2025-09-12T08:54:03Z,71,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,9,14,mph,E
hourly,2025-09-12T08:39:03Z,2025-09-12T08:54:03Z,71,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,11.6,17,mph,SE
hourly,2025-09-12T08:39:03Z,2025-09-12T08:54:03Z,71,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,11.4,21,mph,S
hourly,2025-09-12T08:39:03Z,2025-09-12T08:54:03Z,71,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,13.5,14,mph,SSW
hourly,2025-09-12T08:39:03Z,2025-09-12T08:54:03Z,71,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,8.1,10,mph,W
hourly,2025-09-12T08:39:04Z,2025-09-12T08:54:04Z,212,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,9.7,9,mph,E
hourly,2025-09-12T08:39:04Z,2025-09-12T08:54:04Z,212,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,3.4,13,mph,E
hourly,2025-09-12T08:39:04Z,2025-09-12T08:54:04Z,212,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,4.8,9,mph,SE
hourly,2025-09-12T08:39:04Z,2025-09-12T08:54:04Z,212,America/Chicago,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,5 PM,6 PM,8.7,10,mph,SW
hourly,2025-09-12T08:39:04Z,2025-09-12T08:54:04Z,212,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,11.2,10,mph,NW
hourly,2025-09-12T08:39:04Z,2025-09-12T08:54:04Z,212,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,7.7,9,mph,N
hourly,2025-09-12T08:39:06Z,2025-09-12T08:54:06Z,37,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,9,10,mph,ENE
hourly,2025-09-12T08:39:06Z,2025-09-12T08:54:06Z,37,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,10.3,16,mph,E
hourly,2025-09-12T08:39:06Z,2025-09-12T08:54:06Z,37,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,12.5,18,mph,SSE
hourly,2025-09-12T08:39:06Z,2025-09-12T08:54:06Z,37,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,11.5,22,mph,S
hourly,2025-09-12T08:39:06Z,2025-09-12T08:54:06Z,37,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,13.7,14,mph,S
hourly,2025-09-12T08:39:06Z,2025-09-12T08:54:06Z,37,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,8,13,mph,N
hourly,2025-09-12T08:39:07Z,2025-09-12T08:54:07Z,38,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,8.4,9,mph,ENE
hourly,2025-09-12T08:39:07Z,2025-09-12T08:54:07Z,38,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,8.2,17,mph,E
hourly,2025-09-12T08:39:07Z,2025-09-12T08:54:07Z,38,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,8.9,17,mph,SSE
hourly,2025-09-12T08:39:07Z,2025-09-12T08:54:07Z,38,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,9.3,18,mph,SSW
hourly,2025-09-12T08:39:07Z,2025-09-12T08:54:07Z,38,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,11.5,12,mph,SSW
hourly,2025-09-12T08:39:07Z,2025-09-12T08:54:07Z,38,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,5.9,12,mph,N
hourly,2025-09-12T08:39:08Z,2025-09-12T08:54:08Z,189,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,11.2,9,mph,E
hourly,2025-09-12T08:39:08Z,2025-09-12T08:54:08Z,189,America/Chicago,2025-09-13,2025-09-13T20:00:00Z,2025-09-13T21:00:00Z,3 PM,4 PM,4.8,14,mph,E
hourly,2025-09-12T08:39:08Z,2025-09-12T08:54:08Z,189,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,5.8,13,mph,S
hourly,2025-09-12T08:39:08Z,2025-09-12T08:54:08Z,189,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,11.1,13,mph,SW
hourly,2025-09-12T08:39:08Z,2025-09-12T08:54:08Z,189,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,12,10,mph,SE
hourly,2025-09-12T08:39:08Z,2025-09-12T08:54:08Z,189,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,7.7,10,mph,N
hourly,2025-09-12T08:39:10Z,2025-09-12T08:54:10Z,130,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,12.4,9,mph,N
hourly,2025-09-12T08:39:10Z,2025-09-12T08:54:10Z,130,America/Chicago,2025-09-13,2025-09-13T22:00:00Z,2025-09-13T23:00:00Z,5 PM,6 PM,0.8,12,mph,E
hourly,2025-09-12T08:39:10Z,2025-09-12T08:54:10Z,130,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,4,8,mph,W
hourly,2025-09-12T08:39:10Z,2025-09-12T08:54:10Z,130,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,9.8,10,mph,W
hourly,2025-09-12T08:39:10Z,2025-09-12T08:54:10Z,130,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,9.7,12,mph,N
hourly,2025-09-12T08:39:10Z,2025-09-12T08:54:10Z,130,America/Chicago,2025-09-17,2025-09-17T22:00:00Z,2025-09-17T23:00:00Z,5 PM,6 PM,7.8,9,mph,N
hourly,2025-09-12T08:39:11Z,2025-09-12T08:54:11Z,73,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,7,10,mph,ENE
hourly,2025-09-12T08:39:11Z,2025-09-12T08:54:11Z,73,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,8.1,17,mph,E
hourly,2025-09-12T08:39:11Z,2025-09-12T08:54:11Z,73,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,11.1,17,mph,SSE
hourly,2025-09-12T08:39:11Z,2025-09-12T08:54:11Z,73,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,9.7,20,mph,SSW
hourly,2025-09-12T08:39:11Z,2025-09-12T08:54:11Z,73,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,12.8,14,mph,SSW
hourly,2025-09-12T08:39:11Z,2025-09-12T08:54:11Z,73,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,6.5,12,mph,N
hourly,2025-09-12T08:39:12Z,2025-09-12T08:54:12Z,188,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,8.5,9,mph,ESE
hourly,2025-09-12T08:39:12Z,2025-09-12T08:54:12Z,188,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,9.1,14,mph,E
hourly,2025-09-12T08:39:12Z,2025-09-12T08:54:12Z,188,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,11.9,16,mph,SSE
hourly,2025-09-12T08:39:12Z,2025-09-12T08:54:12Z,188,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10.9,18,mph,SSW
hourly,2025-09-12T08:39:12Z,2025-09-12T08:54:12Z,188,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,11.6,10,mph,S
hourly,2025-09-12T08:39:12Z,2025-09-12T08:54:12Z,188,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,6.7,9,mph,NE
hourly,2025-09-12T08:39:13Z,2025-09-12T08:54:13Z,40,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,9.1,9,mph,NE
hourly,2025-09-12T08:39:13Z,2025-09-12T08:54:13Z,40,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,2.7,13,mph,E
hourly,2025-09-12T08:39:13Z,2025-09-12T08:54:13Z,40,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,4.7,9,mph,SE
hourly,2025-09-12T08:39:13Z,2025-09-12T08:54:13Z,40,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,7.9,12,mph,SW
hourly,2025-09-12T08:39:13Z,2025-09-12T08:54:13Z,40,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,9.8,10,mph,NW
hourly,2025-09-12T08:39:13Z,2025-09-12T08:54:13Z,40,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,6.9,10,mph,N
hourly,2025-09-12T08:39:15Z,2025-09-12T08:54:15Z,41,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,7.5,9,mph,NE
hourly,2025-09-12T08:39:15Z,2025-09-12T08:54:15Z,41,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,3.4,12,mph,E
hourly,2025-09-12T08:39:15Z,2025-09-12T08:54:15Z,41,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,5.5,9,mph,SE
hourly,2025-09-12T08:39:15Z,2025-09-12T08:54:15Z,41,America/Chicago,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,5 PM,6 PM,6.8,9,mph,W
hourly,2025-09-12T08:39:15Z,2025-09-12T08:54:15Z,41,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,10.3,10,mph,NW
